NAME                                                                           VERSION                                        TYPE                            
libqt6concurrent6                                                              6.4.2+dfsg-18                                  deb                             
libqt6core6                                                                    6.4.2+dfsg-18                                  deb                             
libqt6dbus6                                                                    6.4.2+dfsg-18                                  deb                             
libqt6gui6                                                                     6.4.2+dfsg-18                                  deb                             
libqt6network6                                                                 6.4.2+dfsg-18                                  deb                             
libqt6opengl6                                                                  6.4.2+dfsg-18                                  deb                             
libqt6openglwidgets6                                                           6.4.2+dfsg-18                                  deb                             
libqt6printsupport6                                                            6.4.2+dfsg-18                                  deb                             
libqt6sql6                                                                     6.4.2+dfsg-18                                  deb                             
libqt6test6                                                                    6.4.2+dfsg-18                                  deb                             
libqt6widgets6                                                                 6.4.2+dfsg-18                                  deb                             
libqt6xml6                                                                     6.4.2+dfsg-18                                  deb                             
libquadmath0                                                                   13.2.0-4ubuntu3                                deb                             
librabbitmq4                                                                   0.11.0-1                                       deb                             
libraqm0                                                                       0.10.1-1                                       deb                             
librav1e0                                                                      0.6.6-3                                        deb                             
libraw1394-11                                                                  2.1.2-2build2                                  deb                             
librdmacm1                                                                     47.0-1                                         deb                             
libreadline-dev                                                                8.2-1.3                                        deb                             
libreadline8                                                                   8.2-1.3                                        deb                             
librhash0                                                                      1.4.3-3                                        deb                             
librist4                                                                       0.2.7+dfsg-1                                   deb                             
librsvg2-2                                                                     2.54.7+dfsg-2                                  deb                             
librtmp1                                                                       2.4+20151223.gitfa8646d.1-2build4              deb                             
librubberband2                                                                 3.3.0+dfsg-1                                   deb                             
libruby                                                                        1:3.1                                          deb                             
libruby3.1                                                                     3.1.2-7ubuntu3.3                               deb                             
libsamplerate0                                                                 0.2.2-4                                        deb                             
libsamplerate0-dev                                                             0.2.2-4                                        deb                             
libsasl2-2                                                                     2.1.28+dfsg1-3                                 deb                             
libsasl2-modules-db                                                            2.1.28+dfsg1-3                                 deb                             
libsdl2-2.0-0                                                                  2.28.3+dfsg-2                                  deb                             
libsdl2-dev                                                                    2.28.3+dfsg-2                                  deb                             
libsdl2-gfx-1.0-0                                                              1.0.4+dfsg-5                                   deb                             
libsdl2-gfx-dev                                                                1.0.4+dfsg-5                                   deb                             
libsdl2-image-2.0-0                                                            2.6.3+dfsg-2                                   deb                             
libsdl2-image-dev                                                              2.6.3+dfsg-2                                   deb                             
libsdl2-mixer-2.0-0                                                            2.6.3+dfsg-1                                   deb                             
libsdl2-mixer-dev                                                              2.6.3+dfsg-1                                   deb                             
libsdl2-ttf-2.0-0                                                              2.20.2+dfsg-1                                  deb                             
libsdl2-ttf-dev                                                                2.20.2+dfsg-1                                  deb                             
libseccomp2                                                                    2.5.4-1ubuntu3                                 deb                             
libselinux1                                                                    3.5-1                                          deb                             
libselinux1-dev                                                                3.5-1                                          deb                             
libsemanage-common                                                             3.5-1                                          deb                             
libsemanage2                                                                   3.5-1                                          deb                             
libsensors-config                                                              1:3.6.0-7ubuntu1                               deb                             
libsensors5                                                                    1:3.6.0-7ubuntu1                               deb                             
libsepol-dev                                                                   3.5-1                                          deb                             
libsepol2                                                                      3.5-1                                          deb                             
libserd-0-0                                                                    0.30.16-1                                      deb                             
libsfml-audio2.5                                                               2.5.1+dfsg-2build1                             deb                             
libsfml-dev                                                                    2.5.1+dfsg-2build1                             deb                             
libsfml-doc                                                                    2.5.1+dfsg-2build1                             deb                             
libsfml-graphics2.5                                                            2.5.1+dfsg-2build1                             deb                             
libsfml-network2.5                                                             2.5.1+dfsg-2build1                             deb                             
libsfml-system2.5                                                              2.5.1+dfsg-2build1                             deb                             
libsfml-window2.5                                                              2.5.1+dfsg-2build1                             deb                             
libsframe1                                                                     2.41-5ubuntu1                                  deb                             
libshine3                                                                      3.1.1-2                                        deb                             
libslang2                                                                      2.3.3-3                                        deb                             
libsm-dev                                                                      2:1.2.3-1build2                                deb                             
libsm6                                                                         2:1.2.3-1build2                                deb                             
libsmartcols1                                                                  2.39.1-4ubuntu2.2                              deb                             
libsnappy1v5                                                                   1.1.10-1                                       deb                             
libsndfile1                                                                    1.2.2-1ubuntu0.23.10.1                         deb                             
libsndfile1-dev                                                                1.2.2-1ubuntu0.23.10.1                         deb                             
libsndio-dev                                                                   1.9.0-0.3                                      deb                             
libsndio7.0                                                                    1.9.0-0.3                                      deb                             
libsodium23                                                                    1.0.18-1build2                                 deb                             
libsord-0-0                                                                    0.16.14+git221008-1                            deb                             
libsource-highlight-common                                                     3.1.9-4.2build1                                deb                             
libsource-highlight4v5                                                         3.1.9-4.2build1                                deb                             
libsoxr0                                                                       0.1.3-4build2                                  deb                             
libspa-0.2-dev                                                                 0.3.79-2                                       deb                             
libspa-0.2-modules                                                             0.3.79-2                                       deb                             
libspeex1                                                                      1.2.1-2ubuntu1                                 deb                             
libsphinxbase3                                                                 0.8+5prealpha+1-16                             deb                             
libsqlite3-0                                                                   3.42.0-1ubuntu0.1                              deb                             
libsratom-0-0                                                                  0.6.14-1                                       deb                             
libsrt1.5-gnutls                                                               1.5.2-1                                        deb                             
libss2                                                                         1.47.0-2ubuntu1                                deb                             
libssh-4                                                                       0.10.5-3ubuntu1.2                              deb                             
libssh-gcrypt-4                                                                0.10.5-3ubuntu1.2                              deb                             
libssh2-1                                                                      1.11.0-2ubuntu0.1                              deb                             
libssl-dev                                                                     3.0.10-1ubuntu2.3                              deb                             
libssl3                                                                        3.0.10-1ubuntu2.3                              deb                             
libstd-rust-1.75                                                               1.75.0+dfsg0ubuntu1~bpo10-0ubuntu0.23.10       deb                             
libstd-rust-dev                                                                1.75.0+dfsg0ubuntu1~bpo10-0ubuntu0.23.10       deb                             
libstdc++-13-dev                                                               13.2.0-4ubuntu3                                deb                             
libstdc++6                                                                     13.2.0-4ubuntu3                                deb                             
libstemmer0d                                                                   2.2.0-4                                        deb                             
libsvtav1enc1                                                                  1.6.0+dfsg-1                                   deb                             
libswresample4                                                                 7:6.0-6ubuntu1.1                               deb                             
libswscale7                                                                    7:6.0-6ubuntu1.1                               deb                             
libsyn123-0                                                                    1.31.3-2                                       deb                             
libsystemd-dev                                                                 253.5-1ubuntu6.1                               deb                             
libsystemd-shared                                                              253.5-1ubuntu6.1                               deb                             
libsystemd0                                                                    253.5-1ubuntu6.1                               deb                             
libtasn1-6                                                                     4.19.0-3                                       deb                             
libtcl8.6                                                                      8.6.13+dfsg-2                                  deb                             
libthai-data                                                                   0.1.29-1build1                                 deb                             
libthai0                                                                       0.1.29-1build1                                 deb                             
libtheora0                                                                     1.1.1+dfsg.1-16.1                              deb                             
libtiff-dev                                                                    4.5.1+git230720-1ubuntu1.2                     deb                             
libtiff6                                                                       4.5.1+git230720-1ubuntu1.2                     deb                             
libtiffxx6                                                                     4.5.1+git230720-1ubuntu1.2                     deb                             
libtinfo6                                                                      6.4+20230625-2                                 deb                             
libtirpc-common                                                                1.3.3+ds-1                                     deb                             
libtirpc-dev                                                                   1.3.3+ds-1                                     deb                             
libtirpc3                                                                      1.3.3+ds-1                                     deb                             
libtk8.6                                                                       8.6.13-2                                       deb                             
libtool                                                                        2.4.7-7                                        deb                             
libts0                                                                         1.22-1                                         deb                             
libtsan2                                                                       13.2.0-4ubuntu3                                deb                             
libtwolame0                                                                    0.4.0-2build2                                  deb                             
libubsan1                                                                      13.2.0-4ubuntu3                                deb                             
libucx0                                                                        1.15.0~rc3-1                                   deb                             
libudev-dev                                                                    253.5-1ubuntu6.1                               deb                             
libudev1                                                                       253.5-1ubuntu6.1                               deb                             
libudfread0                                                                    1.1.2-1                                        deb                             
libunistring2                                                                  1.0-2                                          deb                             
libunwind8                                                                     1.6.2-3                                        deb                             
libusb-1.0-0                                                                   2:1.0.26-1                                     deb                             
libutempter0                                                                   1.2.1-3                                        deb                             
libuuid1                                                                       2.39.1-4ubuntu2.2                              deb                             
libuv1                                                                         1.44.2-1ubuntu0.1                              deb                             
libuv1-dev                                                                     1.44.2-1ubuntu0.1                              deb                             
libva-drm2                                                                     2.19.0-1                                       deb                             
libva-x11-2                                                                    2.19.0-1                                       deb                             
libva2                                                                         2.19.0-1                                       deb                             
libvdpau1                                                                      1.5-2                                          deb                             
libvidstab1.1                                                                  1.1.0-2                                        deb                             
libvirt-dev                                                                    9.6.0-1ubuntu1.1                               deb                             
libvirt0                                                                       9.6.0-1ubuntu1.1                               deb                             
libvorbis-dev                                                                  1.3.7-1build2                                  deb                             
libvorbis0a                                                                    1.3.7-1build2                                  deb                             
libvorbisenc2                                                                  1.3.7-1build2                                  deb                             
libvorbisfile3                                                                 1.3.7-1build2                                  deb                             
libvpl2                                                                        2023.3.0-1                                     deb                             
libvpx7                                                                        1.12.0-1ubuntu2.1                              deb                             
libvulkan-dev                                                                  1.3.250.0-1                                    deb                             
libvulkan1                                                                     1.3.250.0-1                                    deb                             
libwacom-common                                                                2.7.0-1                                        deb                             
libwacom9                                                                      2.7.0-1                                        deb                             
libwayland-bin                                                                 1.22.0-2.1                                     deb                             
libwayland-client0                                                             1.22.0-2.1                                     deb                             
libwayland-cursor0                                                             1.22.0-2.1                                     deb                             
libwayland-dev                                                                 1.22.0-2.1                                     deb                             
libwayland-egl1                                                                1.22.0-2.1                                     deb                             
libwayland-server0                                                             1.22.0-2.1                                     deb                             
libwebp-dev                                                                    1.2.4-0.3                                      deb                             
libwebp7                                                                       1.2.4-0.3                                      deb                             
libwebpdemux2                                                                  1.2.4-0.3                                      deb                             
libwebpmux3                                                                    1.2.4-0.3                                      deb                             
libwebrtc-audio-processing1                                                    0.3.1-0ubuntu5                                 deb                             
libx11-6                                                                       2:1.8.6-1ubuntu1                               deb                             
libx11-data                                                                    2:1.8.6-1ubuntu1                               deb                             
libx11-dev                                                                     2:1.8.6-1ubuntu1                               deb                             
libx11-doc                                                                     2:1.8.6-1ubuntu1                               deb                             
libx11-xcb-dev                                                                 2:1.8.6-1ubuntu1                               deb                             
libx11-xcb1                                                                    2:1.8.6-1ubuntu1                               deb                             
libx264-164                                                                    2:0.164.3095+gitbaee400-3build1                deb                             
libx265-199                                                                    3.5-2                                          deb                             
libxau-dev                                                                     1:1.0.9-1build5                                deb                             
libxau6                                                                        1:1.0.9-1build5                                deb                             
libxcb-dri2-0                                                                  1.15-1                                         deb                             
libxcb-dri3-0                                                                  1.15-1                                         deb                             
libxcb-glx0                                                                    1.15-1                                         deb                             
libxcb-icccm4                                                                  0.4.1-1.1build2                                deb                             
libxcb-image0                                                                  0.4.0-2                                        deb                             
libxcb-image0-dev                                                              0.4.0-2                                        deb                             
libxcb-keysyms1                                                                0.4.0-1build3                                  deb                             
libxcb-present0                                                                1.15-1                                         deb                             
libxcb-randr0                                                                  1.15-1                                         deb                             
libxcb-render-util0                                                            0.3.9-1build3                                  deb                             
libxcb-render0                                                                 1.15-1                                         deb                             
libxcb-shape0                                                                  1.15-1                                         deb                             
libxcb-shm0                                                                    1.15-1                                         deb                             
libxcb-shm0-dev                                                                1.15-1                                         deb                             
libxcb-sync1                                                                   1.15-1                                         deb                             
libxcb-util-dev                                                                0.4.0-1build2                                  deb                             
libxcb-util0-dev                                                               0.4.0-1build2                                  deb                             
libxcb-util1                                                                   0.4.0-1build2                                  deb                             
libxcb-xfixes0                                                                 1.15-1                                         deb                             
libxcb-xkb1                                                                    1.15-1                                         deb                             
libxcb1                                                                        1.15-1                                         deb                             
libxcb1-dev                                                                    1.15-1                                         deb                             
libxcomposite1                                                                 1:0.4.5-1build2                                deb                             
libxcursor-dev                                                                 1:1.2.1-1                                      deb                             
libxcursor1                                                                    1:1.2.1-1                                      deb                             
libxdamage1                                                                    1:1.1.6-1                                      deb                             
libxdmcp-dev                                                                   1:1.1.3-0ubuntu5                               deb                             
libxdmcp6                                                                      1:1.1.3-0ubuntu5                               deb                             
libxext-dev                                                                    2:1.3.4-1build1                                deb                             
libxext-doc                                                                    2:1.3.4-1build1                                deb                             
libxext6                                                                       2:1.3.4-1build1                                deb                             
libxfixes-dev                                                                  1:6.0.0-2                                      deb                             
libxfixes3                                                                     1:6.0.0-2                                      deb                             
libxft2                                                                        2.3.6-1                                        deb                             
libxi-dev                                                                      2:1.8-1build1                                  deb                             
libxi6                                                                         2:1.8-1build1                                  deb                             
libxinerama-dev                                                                2:1.1.4-3                                      deb                             
libxinerama1                                                                   2:1.1.4-3                                      deb                             
libxkbcommon-dev                                                               1.5.0-1                                        deb                             
libxkbcommon-x11-0                                                             1.5.0-1                                        deb                             
libxkbcommon0                                                                  1.5.0-1                                        deb                             
libxml2                                                                        2.9.14+dfsg-1.3ubuntu0.1                       deb                             
libxmlb2                                                                       0.3.10-2                                       deb                             
libxnvctrl0                                                                    510.47.03-0ubuntu1                             deb                             
libxpm-dev                                                                     1:3.5.12-1.1ubuntu1                            deb                             
libxpm4                                                                        1:3.5.12-1.1ubuntu1                            deb                             
libxrandr-dev                                                                  2:1.5.2-2                                      deb                             
libxrandr2                                                                     2:1.5.2-2                                      deb                             
libxrender-dev                                                                 1:0.9.10-1.1                                   deb                             
libxrender1                                                                    1:0.9.10-1.1                                   deb                             
libxshmfence1                                                                  1.3-1build4                                    deb                             
libxsimd-dev                                                                   8.1.0-7                                        deb                             
libxslt1.1                                                                     1.1.35-1                                       deb                             
libxss-dev                                                                     1:1.2.3-1build2                                deb                             
libxss1                                                                        1:1.2.3-1build2                                deb                             
libxt-dev                                                                      1:1.2.1-1.1                                    deb                             
libxt6                                                                         1:1.2.1-1.1                                    deb                             
libxtables12                                                                   1.8.9-2ubuntu2                                 deb                             
libxtst6                                                                       2:1.2.3-1.1                                    deb                             
libxv-dev                                                                      2:1.0.11-1.1                                   deb                             
libxv1                                                                         2:1.0.11-1.1                                   deb                             
libxvidcore4                                                                   2:1.3.7-1                                      deb                             
libxxf86vm-dev                                                                 1:1.1.4-1build3                                deb                             
libxxf86vm1                                                                    1:1.1.4-1build3                                deb                             
libxxhash0                                                                     0.8.1-1                                        deb                             
libyajl2                                                                       2.1.0-5                                        deb                             
libyaml-0-2                                                                    0.2.5-1                                        deb                             
libzimg2                                                                       3.0.5+ds1-1                                    deb                             
libzmq5                                                                        4.3.4-6                                        deb                             
libzstd-dev                                                                    1.5.5+dfsg2-1ubuntu2                           deb                             
libzstd1                                                                       1.5.5+dfsg2-1ubuntu2                           deb                             
libzvbi-common                                                                 0.2.41-2                                       deb                             
libzvbi0                                                                       0.2.41-2                                       deb                             
line-column                                                                    1.0.2                                          npm                             
lines-and-columns                                                              1.1.7                                          npm                             
linux-libc-dev                                                                 6.5.0-44.44                                    deb                             
llvm-16-linker-tools                                                           1:16.0.6-15                                    deb                             
loader-runner                                                                  4.3.0                                          npm                             
locales                                                                        2.38-1ubuntu6.3                                deb                             
locate-path                                                                    7.1.1                                          npm                             
lodash                                                                         4.17.21                                        npm                             
lodash-cli                                                                     4.17.21                                        npm                             
lodash._reinterpolate                                                          4.17.21                                        npm                             
lodash.add                                                                     4.17.21                                        npm                             
lodash.after                                                                   4.17.21                                        npm                             
lodash.ary                                                                     4.17.21                                        npm                             
lodash.assign                                                                  4.17.21                                        npm                             
lodash.assignin                                                                4.17.21                                        npm                             
lodash.assigninwith                                                            4.17.21                                        npm                             
lodash.assignwith                                                              4.17.21                                        npm                             
lodash.at                                                                      4.17.21                                        npm                             
lodash.attempt                                                                 4.17.21                                        npm                             
lodash.before                                                                  4.17.21                                        npm                             
lodash.bind                                                                    4.17.21                                        npm                             
lodash.bindall                                                                 4.17.21                                        npm                             
lodash.bindkey                                                                 4.17.21                                        npm                             
lodash.camelcase                                                               4.17.21                                        npm                             
lodash.capitalize                                                              4.17.21                                        npm                             
lodash.castarray                                                               4.17.21                                        npm                             
lodash.ceil                                                                    4.17.21                                        npm                             
lodash.chunk                                                                   4.17.21                                        npm                             
lodash.clamp                                                                   4.17.21                                        npm                             
lodash.clone                                                                   4.17.21                                        npm                             
lodash.clonedeep                                                               4.17.21                                        npm                             
lodash.clonedeepwith                                                           4.17.21                                        npm                             
lodash.clonewith                                                               4.17.21                                        npm                             
lodash.compact                                                                 4.17.21                                        npm                             
lodash.concat                                                                  4.17.21                                        npm                             
lodash.cond                                                                    4.17.21                                        npm                             
lodash.conforms                                                                4.17.21                                        npm                             
lodash.conformsto                                                              4.17.21                                        npm                             
lodash.constant                                                                4.17.21                                        npm                             
lodash.countby                                                                 4.17.21                                        npm                             
lodash.create                                                                  4.17.21                                        npm                             
lodash.curry                                                                   4.17.21                                        npm                             
lodash.curryright                                                              4.17.21                                        npm                             
lodash.debounce                                                                4.17.21                                        npm                             
lodash.deburr                                                                  4.17.21                                        npm                             
